song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var,label
Aai Aai Re Pagol.mp3,117.4538352,143490,1258.684211,0.2652873,0.307550399,0.094587248,0.476079086,0.268147429,0.071903044,0.256190268,0.133040896,0.01769988,19.44876336,132.0053717,17425.41817,3.232830133,32.17220277,1035.050631,0.005313357,2.248680545,5.056564193,0.278877139,0.09811537,0.009626626,1816.69074,443.0951968,196333.3535,2170.73958,273.765858,74947.74502,22.41147403,6.577048074,43.25756137,3694.565159,1136.062437,1290637.86,3.002472292,3.315040956,10.98949654,-0.002155809,0.076394608,0.005836136,0.071313817,0.024713222,0.000610743,6.00E-05,0.246668085,0.060845144,0.000306043,0.094003625,0.008836682,1.765877551,1.092411264,1.193362369,3
Aaj Taaray Taaray Dipto Shikhar.mp3,129.1992188,164643,1276.302326,0.240891685,0.301678013,0.091009623,0.366112048,0.285707071,0.08162853,0.226792382,0.178601648,0.031898549,5.013714623,36.1315613,1305.489722,-7.652302403,58.10620875,3376.331495,0.009265475,1.959212002,3.838511669,0.132474706,0.064599514,0.004173098,1473.438015,705.6635623,497961.0631,1655.685724,498.8346144,248835.9725,25.01691591,6.683737856,44.67235173,2945.661355,1442.399044,2080515.003,1.276906872,1.537727535,2.364605972,-0.013782688,0.104215486,0.010860867,0.069443647,0.046260505,0.002140034,-4.48E-06,0.137462482,0.018895935,-2.73E-05,0.027201258,0.000739908,8.467156463,4.649219877,21.61524547,3
Aamake Je Baadhbe Dhore.mp3,151.9990809,199193,1293.461039,0.275191651,0.300285574,0.090171426,0.414687727,0.282244635,0.079662034,0.237777199,0.163692812,0.026795337,4.97348374,35.08550942,1230.992971,-7.458312376,45.65472716,2084.354112,0.007591449,2.39564944,5.73913624,0.136273608,0.06493973,0.004217168,1852.490285,407.5235152,166075.4154,1895.885455,312.7044877,97784.09662,24.16757557,7.026548875,49.37238909,3805.789487,919.7148511,845875.4074,1.492162211,1.765966474,3.118637586,-0.006023248,0.092214969,0.008503601,0.088848102,0.038952585,0.001517304,3.66E-07,0.135930315,0.018477051,-3.93E-06,0.037525315,0.001408149,2.594829932,1.129928778,1.276739044,3
Aamar Jaabar Samay Holo.mp3,151.9990809,161883,1217.165414,0.248626255,0.297679004,0.088612789,0.371241195,0.289661058,0.083903528,0.216808566,0.190597427,0.036327379,0.437057991,4.863900447,23.65752756,-13.04270277,79.18589818,6270.406471,0.006632178,1.680400266,2.823745053,0.041847691,0.026085012,0.000680428,1144.678307,427.1712898,182475.3108,1523.492834,273.2186636,74648.43815,26.0734696,5.826026804,33.94258832,2333.598389,851.3382188,724776.7628,0.395086033,0.583673777,0.340675078,0.022566021,0.103550714,0.01072275,0.03931042,0.033670885,0.001133728,-0.021773258,0.039642256,0.001571508,-3.15E-06,0.012040198,0.000144966,8.168780045,3.537997295,12.51742486,3
Aamar Nai Ba Holo Paare Jawoa.mp3,161.4990234,210099,1296.907407,0.281116713,0.306030151,0.093654453,0.399009808,0.281916278,0.079476788,0.241224469,0.158568878,0.025144089,3.054193712,16.76328284,281.0076514,-8.703199841,54.1256742,2929.588607,0.006665688,2.62360801,6.88331899,0.108530134,0.040448532,0.001636084,1549.812453,371.0137237,137651.1831,1862.057693,344.8538662,118924.189,25.64413168,9.58278572,91.82978215,3055.902355,913.8094509,835047.7125,1.198202866,1.431780029,2.04999405,0.003347561,0.094996328,0.009024302,0.065280218,0.02357665,0.000555858,-9.46E-07,0.096811563,0.009372478,-2.78E-05,0.039395835,0.001552032,2.987247166,1.572751739,2.473548034,3
Aamare Badhbi Tora.mp3,143.5546875,183554,1274.680556,0.262019137,0.316322349,0.100059829,0.383034592,0.28921272,0.083643997,0.226645073,0.178788546,0.031965344,0.878721758,6.509083112,42.36816296,-7.695001072,60.27355383,3632.901291,0.007845745,2.389611296,5.710242148,0.061965365,0.022246521,0.000494908,1557.534661,391.0239801,152899.753,1890.830789,344.9517367,118991.7006,23.62410684,6.285627871,39.50911773,3223.113844,860.9668262,741263.8759,0.642782114,0.739265502,0.546513483,0.007230814,0.091870517,0.008440192,0.059198622,0.024879995,0.000619014,-0.022197042,0.054460194,0.002965913,-9.48E-05,0.018282861,0.000334263,2.121142857,1.372577754,1.883969691,3
Aami Chanchalo Hey.mp3,107.6660156,138107,1290.719626,0.246076566,0.299126092,0.089476419,0.38665881,0.275599091,0.075954859,0.235532327,0.16690673,0.027857856,2.354619002,14.83835995,220.1769259,-12.72786002,66.52363961,4425.394627,0.008220659,2.595446818,6.736344185,0.094528124,0.037589148,0.001412944,1172.522254,319.6360644,102167.2137,1221.171183,272.7128598,74372.3039,26.30374694,8.301982915,68.92292032,2140.870388,763.7479787,583310.975,0.985097018,1.185226181,1.4047611,-0.006452444,0.096230906,0.009260387,0.061657979,0.017812312,0.000317278,-5.79E-06,0.088171527,0.007774218,-5.27E-05,0.03124658,0.000976349,2.6621678,1.282054318,1.643663274,3
Aami Ekla Cholechhi E Bhobe.mp3,129.1992188,157403,1345.324786,0.220004133,0.312482901,0.097645564,0.343893502,0.296317223,0.087803897,0.210404649,0.197644167,0.039063217,1.714428684,16.18558789,261.9732555,-17.8275948,71.29047119,5082.331282,0.006570754,1.565607376,2.451126455,0.068921193,0.052952867,0.002804006,1707.264703,530.9583497,281916.7691,1981.435073,383.649683,147187.0793,25.43961482,6.431458375,41.36365683,3530.903649,1325.361802,1756583.906,0.54894565,0.808371324,0.653464197,-0.004916972,0.118586486,0.014062755,0.061571056,0.029534995,0.000872316,-0.00032564,0.084660657,0.007167427,-5.36E-05,0.011097271,0.000123149,8.817777778,3.403310937,11.58252534,3
Aami Keboli Swapon Koraychhi Bapon.mp3,135.9991776,169544,1274.766917,0.263221357,0.316126473,0.099935947,0.416477546,0.281813928,0.07941909,0.238190214,0.163091248,0.026598755,2.706348646,19.56073187,382.6222311,-7.890021205,51.76792906,2679.918479,0.009713598,2.458308789,6.043282104,0.10096918,0.044867828,0.002013122,1788.963079,467.7880294,218825.6405,1963.992273,383.5107071,147080.4624,23.77725684,6.90502224,47.67933214,3777.706323,993.720572,987480.5753,1.040880872,1.20075436,1.441811032,0.016288664,0.091219824,0.008321056,0.077182829,0.028301617,0.000800982,-3.04E-06,0.101563133,0.01031507,-4.24E-05,0.024722205,0.000611187,2.982603175,1.354491328,1.834646759,3
Aami Phirbo Na Re.mp3,99.38401442,126673,1292.581633,0.292204011,0.307050456,0.094279982,0.422307971,0.279663046,0.07821142,0.244156931,0.154015345,0.023720726,1.890505969,13.65272075,186.3967837,-8.263692578,50.7642762,2577.011738,0.007445928,2.431484951,5.912119069,0.083429344,0.043876354,0.001925134,1956.887043,482.497717,232804.0469,1942.895276,336.067864,112941.6092,23.57099889,7.299526212,53.28308292,3915.909654,1027.985102,1056753.37,0.978897467,1.206855254,1.456499605,-0.014677797,0.086491869,0.007480843,0.097520196,0.036180476,0.001309027,8.60E-07,0.081178717,0.006589985,-1.09E-05,0.0289221,0.000836488,2.104888889,1.002803012,1.005613882,3
Aami Shudhu Roinu Baki.mp3,161.4990234,199135,1310.098684,0.282760856,0.335471711,0.112541269,0.409027675,0.289851727,0.084014024,0.236573901,0.165427092,0.027366123,2.809520698,18.59276916,345.691065,-8.641812544,47.99227767,2303.258716,0.006588517,2.247076546,5.049353002,0.105579332,0.042510521,0.001807144,2242.942399,421.5276377,177685.5493,2338.308881,296.7024221,88032.32726,22.61600488,6.37212729,40.6040062,4564.90573,919.8685464,846158.1426,1.065380221,1.24571387,1.551803046,-0.014059538,0.088261838,0.007790152,0.090298018,0.039177477,0.001534875,0.000779118,0.103218541,0.010654067,0.000440809,0.029908003,0.000894489,4.030984127,1.241722762,1.541875417,3
Aami Tomaari Maatir Konya.mp3,123.046875,155501,1264.235772,0.228256124,0.304088632,0.092469896,0.396450938,0.285174265,0.081324361,0.233413906,0.169856651,0.028851282,0.811671746,5.658278997,32.01612121,-9.323374502,61.85105235,3825.552677,0.006658747,2.252435726,5.0734667,0.060572233,0.01946914,0.000379047,1527.953258,363.285838,131976.6001,1832.164268,319.9410294,102362.2623,25.17378195,6.34459105,40.25383559,3403.34192,809.4404353,655193.8183,0.616588797,0.680181571,0.462646969,0.010724058,0.0930789,0.008663682,0.072182481,0.026716443,0.000713768,-0.023360386,0.053468928,0.002858926,-8.15E-05,0.014984055,0.000224522,2.049160998,1.351849627,1.827497414,3
Aamra Khuji Khalar Sathi.mp3,103.359375,130204,1276.509804,0.2319731,0.300170346,0.090102237,0.42465226,0.282663303,0.079898543,0.240715668,0.159340203,0.0253893,26.28422708,174.0883295,30306.74647,1.023478606,29.2782019,857.2131067,0.014647212,2.019435009,4.078117756,0.330629677,0.099212058,0.009843032,2068.069599,536.4466858,287775.0467,2295.071983,369.9508151,136863.6056,22.61298176,6.020011275,36.24053575,4169.574787,1270.257425,1613553.927,3.292184576,3.535206727,12.4976866,-0.018960392,0.078908183,0.006226501,0.080546565,0.033548401,0.001125495,-0.00010673,0.309391618,0.095723175,-0.00048325,0.091152608,0.008308798,1.856435374,0.965136933,0.9314893,3
Aamra Nuton Joubonery Dut.mp3,151.9990809,189006,1277.067568,0.293389202,0.291655288,0.085062807,0.482800902,0.26710935,0.071347405,0.254942841,0.135415956,0.018337481,0.611902096,3.295999328,10.86361157,-7.615245381,62.39626205,3893.293518,0.00483769,2.639386454,6.966360855,0.054516573,0.020088132,0.000403533,1654.121661,393.3588515,154731.1861,1712.071292,384.5327977,147865.4725,25.05917525,7.035398919,49.49683795,3358.929689,853.7105434,728821.6919,0.692311451,0.821899221,0.675518329,0.020970376,0.071923838,0.005173038,0.082754602,0.027439476,0.000752925,-0.022717632,0.042827599,0.001834203,-0.000152083,0.020125521,0.000405037,1.843664399,1.118985009,1.252127451,3
Adhek Ghume Nayan Chume.mp3,161.4990234,199585,1279.391026,0.239601495,0.303813412,0.092302589,0.382876221,0.285830972,0.081699345,0.22927767,0.175399781,0.030765083,2.914037062,20.4494471,418.1798866,-11.56837951,53.20553161,2830.828593,0.007056787,2.112811962,4.463974386,0.101809181,0.049281839,0.0024287,1672.768503,471.9573308,222743.7221,1859.678389,341.1749839,116400.3696,24.54620412,6.324861915,40.00387824,3486.478918,1009.093261,1018269.21,1.021085353,1.211408079,1.467509533,-0.013193216,0.104334911,0.010885774,0.068590288,0.027054885,0.000731967,-2.21E-06,0.106358841,0.011312203,-2.98E-05,0.019433541,0.000377663,4.621931973,2.715439178,7.373609929,3
Akash Hote Akash.mp3,73.828125,93133,1275.794521,0.251764108,0.316008433,0.09986133,0.455446104,0.276943744,0.076697837,0.251200092,0.142238698,0.020231847,19.25768009,113.8694301,12966.2471,1.789963823,30.85755361,952.1886146,0.010420594,2.143677527,4.595353338,0.281560898,0.085331999,0.00728155,2078.12908,512.243488,262393.391,2374.686893,319.105291,101828.1868,23.41134681,6.889468178,47.46477178,4462.473016,1289.815892,1663625.036,2.997754015,3.285641426,10.79543958,-0.008248603,0.083826617,0.007026902,0.093754346,0.041267821,0.001703033,2.80E-06,0.250510424,0.062755466,-1.15E-05,0.094833001,0.008993299,2.106049887,0.960927462,0.923381587,3
Akashe Tor Temni Ache.mp3,184.5703125,232643,1285.320442,0.233715922,0.298989262,0.089394579,0.402221958,0.285046676,0.081251608,0.233641045,0.169544082,0.028745196,31.17257834,194.1589998,37697.71721,0.822830005,30.93315446,956.860045,0.013985601,1.9419258,3.771075812,0.355430096,0.103896089,0.010794397,1750.842256,358.678088,128649.9708,2062.709326,252.3136336,63662.16968,22.85169592,6.800489223,46.24665367,3575.503379,850.2689664,722957.3153,3.750556074,4.034033101,16.27342306,0.017440468,0.090609885,0.008210151,0.070867674,0.02486785,0.00061841,0.000771341,0.335159957,0.112332202,0.000756538,0.083169572,0.006917177,2.778267574,1.339235418,1.793551504,3
Alo Amar Alo Ogo.mp3,123.046875,155890,1267.398374,0.283235902,0.297637116,0.088587853,0.479041562,0.272940184,0.074496344,0.253754381,0.137630111,0.018942048,20.75492726,138.6553042,19225.29338,2.337804576,28.93100728,837.003182,0.011080739,2.627181231,6.902081221,0.299502641,0.116597667,0.013595017,2153.423534,409.646126,167809.9485,2226.516351,244.3005511,59682.75927,22.81670615,6.863227729,47.10389486,4338.91543,857.6991998,735647.9173,3.67641758,4.421366063,19.54847786,-0.014934736,0.075551684,0.005708057,0.115787093,0.042242824,0.001784456,-2.73E-06,0.243296668,0.059193268,-0.000194545,0.138543516,0.019194307,2.686548753,1.40049439,1.961384536,3
Alok Chora Lukiye.mp3,161.4990234,193387,1247.658065,0.225842092,0.298467568,0.089082889,0.392415769,0.28854302,0.083257074,0.227194591,0.178089727,0.031715951,27.86009406,174.7747775,30546.22285,1.463676761,30.7058367,942.8484075,0.006302483,2.031901347,4.128623085,0.345097065,0.097639352,0.009533443,1874.260278,476.1200559,226690.3077,2049.196349,216.2523824,46765.0929,24.1377029,6.231579329,38.83258093,3612.161491,840.0005038,705600.8464,3.39084435,3.670673507,13.47384399,0.004521753,0.09467845,0.008964009,0.0914934,0.046050642,0.002120662,5.83E-05,0.32955268,0.10860496,0.000577538,0.085058689,0.00723498,4.460553288,3.099850031,9.609070214,3
Amader Bhoe Kahare.mp3,107.6660156,131001,1259.625,0.308746626,0.295592825,0.087375118,0.510835556,0.262725045,0.069024449,0.264409802,0.115848134,0.01342079,28.03712491,170.1213795,28941.28375,1.633793529,28.99763621,840.8629057,0.004490326,2.4284967,5.897596221,0.352742672,0.10615775,0.011269468,2011.981511,381.2421157,145345.5508,2041.643764,227.3392008,51683.11221,22.06828825,6.722312549,45.189486,3826.289363,786.870911,619165.8305,4.600335369,5.210823676,27.15268338,-0.010243507,0.058564543,0.003429806,0.106796784,0.034747842,0.001207413,0.000135837,0.278752148,0.077702761,8.22E-05,0.152263209,0.023184083,2.527492063,1.36588361,1.865638037,3
Amader Pakbe Na Chul Go.mp3,103.359375,125935,1246.881188,0.282851291,0.298423889,0.089056817,0.430450235,0.27939909,0.078063852,0.239544505,0.16109551,0.025951763,19.58967632,126.0282336,15883.11567,3.364791474,30.78127191,947.4867004,0.006426071,2.912000807,8.479748698,0.287106007,0.09741877,0.009490417,2062.790375,504.6690817,254690.8821,2240.172358,299.1867408,89512.70586,22.63056511,6.714345673,45.08243781,4297.136516,1067.749072,1140088.081,3.539264967,4.180241852,17.47442194,-0.022045205,0.083175297,0.00691813,0.098180434,0.040127738,0.001610235,9.00E-06,0.230633169,0.053191662,0.000246517,0.128793657,0.016587807,2.356825397,1.343560832,1.80515571,3
Amader Shanti Niketon.mp3,129.1992188,162005,1285.753968,0.270120654,0.303344115,0.092017652,0.440088256,0.279048019,0.077867797,0.250242316,0.143917047,0.020712117,17.17597013,126.5243074,16008.40038,-0.966275482,37.07344737,1374.4405,0.006975806,2.611750218,6.8212392,0.255789965,0.095397495,0.009100682,1732.114205,557.1511628,310417.4182,2080.446594,399.0438259,159235.975,22.65376241,6.727222318,45.25552012,3624.807248,1374.303906,1888711.227,2.654787463,3.137724178,9.845313018,-0.009403879,0.074208353,0.00550688,0.063257176,0.023459656,0.000550355,3.29E-05,0.229970634,0.05288649,0.000160165,0.088623509,0.007854126,2.236081633,1.175858595,1.382643436,3
Amar Jirno Patay.mp3,143.5546875,184909,1275.234483,0.322397996,0.298946469,0.089368992,0.441277935,0.274267387,0.0752226,0.243551815,0.15497047,0.024015847,13.73154203,84.47460841,7135.959466,2.585169222,48.59358673,2361.336672,0.009796443,2.516788194,6.334222815,0.227329716,0.081976891,0.006720211,1097.027325,363.898208,132421.9058,1600.082899,314.2484975,98752.11816,24.13801163,7.439749628,55.34987453,1990.833795,972.2382106,945247.1381,2.347981663,2.654611463,7.046962019,-0.027360013,0.088396005,0.007813854,0.046630481,0.029121252,0.000848047,-3.31E-07,0.206096649,0.042475827,0.000147817,0.069681056,0.004855449,3.113795918,1.703241841,2.901032769,3
Amar Ondho Prodip.mp3,151.9990809,194976,1282.736842,0.241813275,0.30725003,0.094402581,0.38781388,0.290190491,0.084210521,0.228833965,0.175978265,0.03096835,15.84219801,143.689243,20646.59855,-2.559837325,49.3672723,2437.127575,0.004653946,2.331874021,5.437636448,0.216559961,0.144640014,0.020920735,1612.82748,627.3604216,393581.0986,2109.638037,538.9222777,290437.2214,23.24740892,6.657974461,44.32862393,3519.616217,1734.017723,3006817.464,1.850808982,2.4947971,6.224012571,-0.00632436,0.099251136,0.009850788,0.055611342,0.030716789,0.000943521,-0.000843755,0.241519153,0.058331504,-0.000908409,0.0552142,0.003048608,5.811954649,3.590439501,12.89125581,3
Amare Dak Dilo Ke.mp3,172.265625,213928,1265.846154,0.265734315,0.299479488,0.089687964,0.481880551,0.273844779,0.074990963,0.251785966,0.141199011,0.019937161,14.87383638,95.57368676,9134.329601,0.953697374,31.53960752,994.7468426,0.002773743,2.09076418,4.371294858,0.250980914,0.090698287,0.00822618,1989.54828,416.4913327,173465.0303,2151.535903,243.2175395,59154.77154,23.28341554,6.637370403,44.05468586,3940.172008,802.1510031,643446.2318,2.816677494,3.162128142,9.999054386,-0.019675676,0.071360105,0.005092265,0.099922298,0.033957181,0.00115309,-3.71E-05,0.22097072,0.048828062,-0.000104746,0.098327994,0.009668395,2.282521542,1.283017538,1.646134004,3
Amay Khamo He Khamo Namo He Namo.mp3,135.9991776,172947,1320.206107,0.246266032,0.300148731,0.090089261,0.411882959,0.275736196,0.07603045,0.238068062,0.163269505,0.026656931,3.295672909,19.75923812,390.4274909,-7.363635793,53.53608341,2866.112227,0.007093132,2.117769832,4.484949061,0.113724262,0.047292829,0.002236612,1793.97356,414.485151,171797.9404,2009.531834,372.0145035,138394.7908,25.67695604,8.434731344,71.14469285,3702.719277,1078.111504,1162324.416,1.192903237,1.393833562,1.942771999,0.0212347,0.095479186,0.009116275,0.083310532,0.033068316,0.001093514,-2.16E-05,0.112883881,0.012742771,-0.000123377,0.028539436,0.000814499,6.412190476,2.562501373,6.566413287,3
Ami Shondhadeeper.mp3,117.4538352,146229,1294.061947,0.276427084,0.30844985,0.09514131,0.414911547,0.284295051,0.080823676,0.237877724,0.163546696,0.026747522,25.47064485,155.4576126,24167.06931,-0.692727658,39.94013299,1595.214223,0.01094744,2.553680178,6.52128245,0.314159989,0.107630461,0.011584315,1582.051668,556.5974949,309800.7713,2084.781491,355.1944964,126163.1302,23.08555313,6.364431774,40.5059918,3041.173277,1262.784555,1594624.832,2.883283316,3.29856921,10.88055883,-0.018939468,0.090935871,0.008269333,0.057688238,0.034373231,0.001181519,-1.36E-05,0.30741331,0.094502941,-0.000118929,0.071118809,0.005057885,3.565424036,1.442732507,2.081477088,3
Ami Sob Nite.mp3,83.35433468,106255,1280.180723,0.22918201,0.304943166,0.092990334,0.434596575,0.291240857,0.084821237,0.248084091,0.14760629,0.021787617,24.06290854,180.6557418,32636.49703,-1.606188211,31.56823219,996.5532839,0.010274857,2.769203619,7.668488682,0.301644236,0.123490334,0.015249862,2200.009895,603.2315712,363888.3285,2569.100673,411.1886814,169076.1317,23.79548451,7.175220393,51.48378769,4870.483049,1650.389148,2723784.341,2.672817236,3.158422507,9.975632731,0.01154611,0.083067639,0.006900233,0.098198197,0.05103347,0.002604415,-4.91E-06,0.271159619,0.073527545,0.000265343,0.118679896,0.014084918,2.582058957,1.270910232,1.615212817,3
Ami Srabono Akashe.mp3,129.1992188,162142,1266.734375,0.240381893,0.298195267,0.088920417,0.433682015,0.284254977,0.080800892,0.2437591,0.154644219,0.023914835,33.17225054,221.2141608,48935.70492,2.569287994,29.61367759,876.9699004,0.00582392,2.279199507,5.194750395,0.367058218,0.111504734,0.012433306,1923.597067,505.7746795,255808.0264,2279.545658,281.6743247,79340.42517,23.24172513,6.476920778,41.95050276,4054.650482,1203.968965,1449541.268,3.718826978,4.147004162,17.19764352,-0.019904401,0.085899456,0.007378716,0.075279023,0.036303992,0.00131798,5.98E-05,0.33831811,0.114459135,0.000727031,0.107113443,0.01147329,3.827809524,1.967406834,3.870689651,3
Ami Sudhu Roinu Baki.mp3,143.5546875,179335,1290.179856,0.215536705,0.30364232,0.092198658,0.405047124,0.289915738,0.084051135,0.237007087,0.164805868,0.027160974,21.10813941,167.3614341,28009.84962,0.638667341,37.81257145,1429.79056,0.010552518,2.496282632,6.231426979,0.282972127,0.104789339,0.010980805,1781.287243,629.5169447,396291.5837,2186.596326,336.9920511,113563.6425,23.32780663,6.149686615,37.81864547,3797.614536,1332.989344,1776860.59,2.411274889,2.701085715,7.29586404,-0.022041549,0.096316595,0.009276886,0.063534574,0.043443605,0.001887347,1.37E-05,0.278092474,0.077335417,8.85E-05,0.072098225,0.005198155,3.803428571,1.771921418,3.139705512,3
Amra Chash Kori.mp3,129.1992188,156914,1255.312,0.28728083,0.302997809,0.091807672,0.436366489,0.282354335,0.07972397,0.250038041,0.144271659,0.020814311,12.29889566,85.15927893,7252.102788,-1.289561152,38.97244765,1518.851676,0.007287608,3.34151547,11.16572563,0.219210029,0.079821676,0.0063715,1691.219521,574.4398828,329981.1789,1986.931596,394.0372704,155265.3704,22.12971003,6.47043951,41.86658745,3370.233787,1373.155052,1885554.797,2.411432838,2.882020609,8.306042791,-0.002087868,0.069901472,0.004886216,0.063215226,0.025583231,0.000654502,1.28E-05,0.193568096,0.037468605,-1.05E-05,0.084912747,0.007210174,2.290648526,1.339959888,1.795492502,3
Amra Lokkhichharar Dol.mp3,92.28515625,114523,1258.494505,0.250640786,0.306533795,0.093962967,0.429574547,0.288481795,0.083221746,0.242418286,0.156737704,0.024566708,27.6143967,191.2280678,36568.1739,-0.771092603,26.91157895,724.2330818,0.007962076,2.601533373,6.767975892,0.34260428,0.119871214,0.014369109,2327.500683,541.9936616,293757.1292,2334.945524,298.0829554,88853.44832,22.50923212,6.7459889,45.50836624,4732.275551,1151.862128,1326786.361,3.660601951,4.148850793,17.2129629,-0.001087513,0.077190008,0.005958297,0.098472761,0.034658718,0.001201227,3.46E-05,0.312861115,0.09788207,2.81E-05,0.111436173,0.012418021,1.52555102,0.791187373,0.625977459,3
Anander Sagar Hote.mp3,151.9990809,191640,1277.6,0.283899897,0.301580681,0.090950907,0.420916294,0.277867978,0.077210613,0.24097144,0.158953133,0.025266099,1.128220212,6.94824567,48.27811789,-4.779727118,57.0510429,3254.821496,0.007446269,2.014255409,4.057224854,0.070295833,0.021655837,0.000468975,1469.730725,442.0206558,195382.2601,1861.871671,324.1425434,105068.3884,23.30051416,5.763984295,33.22351495,2965.423735,899.0322034,808258.9028,0.788878577,0.86201148,0.743063792,-0.016589206,0.081464114,0.006636402,0.058968842,0.029756178,0.00088543,-0.022080874,0.061552718,0.003788737,-0.000552137,0.019402269,0.000376448,2.664489796,1.590810515,2.530678094,3
Bhalo Manush Noire Mora.mp3,86.1328125,108947,1266.825581,0.266949005,0.292167068,0.085361596,0.469973326,0.268474009,0.072078293,0.254608882,0.136042826,0.018507651,6.110421288,33.82072681,1143.841562,-0.794453594,36.208085,1311.025419,0.005181154,2.633457212,6.935096889,0.157212988,0.05914389,0.003498,1999.95796,458.8710108,210562.6046,2291.640547,339.2503069,115090.7707,23.21170393,7.315460667,53.51596478,4235.866053,1272.72933,1619839.946,1.951133951,2.328635441,5.422543015,-0.001726457,0.074557288,0.005558789,0.103608217,0.036855286,0.001358312,-2.66E-06,0.127506599,0.016257934,3.44E-06,0.068708718,0.004720888,2.054965986,1.11809567,1.250137927,3
Bhango Badh Bhenge Dao.mp3,151.9990809,192331,1290.812081,0.31544617,0.297133284,0.088288189,0.509056273,0.264797642,0.070117791,0.2568345,0.131792916,0.017369373,11.70091373,57.76600383,3336.911199,2.403649148,30.0366525,902.2004933,0.011695378,2.180270579,4.753579796,0.223693937,0.093918853,0.008820751,2431.505396,507.6877543,257746.8558,2441.773647,277.2204775,76851.19312,21.82926096,6.463859793,41.78148342,5034.594556,1080.790738,1168108.619,3.063669737,3.797589793,14.42168824,0.012382376,0.073622727,0.005420306,0.124616782,0.055449042,0.003074596,-2.41E-05,0.183768481,0.033770856,-7.57E-05,0.098151118,0.009633642,3.032526077,1.46961219,2.15975999,3
Chahiya Dekho Rosher Srote.mp3,129.1992188,147246,1237.361345,0.270349364,0.305204758,0.093149945,0.441671503,0.276485604,0.076444289,0.243883475,0.154447997,0.023854184,1.473997523,13.71337381,188.0566212,-5.987447494,59.38488046,3526.564028,0.008544696,2.526450213,6.382950679,0.07209751,0.044927012,0.002018436,1842.241159,619.1078537,383294.5345,2106.136463,525.2259224,275862.2696,23.91800168,6.930406839,48.03053896,3980.463431,1471.531731,2165405.635,0.755620854,0.970103001,0.941099833,0.016895583,0.093136372,0.008674384,0.08138235,0.036823469,0.001355968,-5.31E-07,0.07714168,0.005950839,-3.28E-05,0.019174449,0.00036766,3.457451247,1.488377358,2.21526716,3
Chhilo Je Poraner Andhokare.mp3,123.046875,155311,1283.561983,0.291445466,0.299432876,0.089660047,0.444161784,0.275716522,0.0760196,0.245144299,0.15243886,0.023237606,1.790169617,10.68366709,114.1407426,-5.843426978,58.96059391,3476.351635,0.011499869,2.806328049,7.875477118,0.08455994,0.030938024,0.000957161,1599.970576,563.5968672,317641.4288,1824.026232,450.6353184,203072.1902,24.20026049,7.202719975,51.87917504,3358.154694,1327.620252,1762575.534,0.924183201,1.054645188,1.112276473,0.010799598,0.085897313,0.007378348,0.074722526,0.034576565,0.001195539,-1.53E-06,0.081238985,0.006599773,-4.27E-05,0.022017527,0.000484772,4.446621315,2.052970988,4.214689878,3
Chokh Je Oder Chute Chole .mp3,151.9990809,191336,1284.134228,0.208442563,0.302399424,0.091445411,0.415403393,0.287297748,0.082539996,0.235045234,0.167591978,0.028087071,31.82740846,259.1334704,67150.15546,2.088297607,30.87614172,953.3361273,0.008458925,2.011651328,4.046741065,0.355768353,0.128824472,0.016595745,2042.476033,461.0481052,212565.3553,2173.880495,276.8557714,76649.11815,23.44131454,6.490117504,42.12162521,3932.038723,839.8575856,705360.7641,3.365139983,3.698870045,13.68163961,-0.006512621,0.084296574,0.007105912,0.091304814,0.040438741,0.001635292,-0.000143033,0.343256176,0.117824808,-0.000427075,0.092997253,0.00864849,2.541424036,1.17875237,1.38945715,3
Dekha Nadekhaye.mp3,95.703125,121788,1281.978947,0.284073612,0.296380942,0.087841663,0.457746803,0.269467261,0.072612605,0.253623015,0.13787204,0.019008699,15.9828851,88.989495,7919.13022,2.121720937,37.86452631,1433.722353,0.00582199,2.089269162,4.365045632,0.254462659,0.07065887,0.004992676,1474.991659,374.4894204,140242.326,1941.845644,249.2464109,62123.77335,22.71529549,6.74673073,45.51837554,2926.448971,987.2811653,974724.0994,2.833597901,3.051316828,9.310534387,0.016490246,0.0806589,0.006505858,0.061946715,0.028091331,0.000789123,9.47E-06,0.221408412,0.049021684,4.08E-07,0.078705452,0.006194549,2.326639456,1.237573482,1.531588124,3
